73,820
113,670
97,300
69,450
24,230
59,460
22,460
8,000
0,010
7,730
0,000
-0,100
-0,760
-0,190
-0,160
-0,650
-1,280
-2,930
-7,660
-4,430
-6,140
-8,920
-10,940
-15,250
-19,010
-11,390
-11,500
-11,140
-6,560
-9,160
-7,210
-5,970
-2,970
-4,510
-2,600
11,180
43,150
10,600
20,500
90,310
125,570
94,610
107,620
132,550
128,030
122,390
124,050
149,040
158,940
158,120
148,000
132,940
120,990
126,570
121,650
135,850
136,450
128,850
125,260
127,430
120,870
140,510
123,650
114,710
108,740
124,180
124,550
126,870
120,340
124,370
111,150
106,150
103,890
113,370
115,820
116,790
116,470
110,610
111,420
108,040
111,010
110,290
111,420
113,760
120,090
112,650
117,960
117,940
115,830
116,590
118,010
106,030
104,110
115,000
105,200
97,650
95,490
80,200
67,320
62,850
45,980
57,110
51,660
31,500
23,760
30,980
15,040
13,120
10,940
14,530
12,570
10,130
6,670
-0,010
-0,560
-0,570
-0,270
-0,310
-0,130
-0,010
-0,010
0,000
-0,110
-0,270
-0,100
6,220
10,170
17,960
32,810
30,780
53,330
54,710
89,410
50,350
84,370
114,970
129,590
108,490
119,290
132,590
146,260
132,220
132,130
141,730
157,050
144,690
145,640
144,040
139,610
140,920
135,300
137,300
133,410
139,590
134,700
128,720
119,420
135,050
119,420
119,420
110,230
